,CITY,STATE,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
112,Alto Alegre Dos Parecis,RO,13993,16439.0,"Administração, defesa, educação e saúde públicas e seguridade social",29785703,125,1,0,9,1,0,1,95,1,0,0,0,0,1,3,3,3,2,0,5,0,0,0,0,0,0,0,0,0,0,909,3293,0,0,0,0,1
113,Alto Araguaia,MT,17841,50299.0,Indústrias de transformação,81218357,470,7,3,15,1,5,21,219,50,21,7,1,0,17,15,5,19,35,3,26,0,0,0,0,0,2,0,2,0,271485255,2973,2785,0,0,0,0,1
114,Alto Bela Vista,SC,1977,24711.0,"Administração, defesa, educação e saúde públicas e seguridade social",14484924,56,0,0,8,0,0,2,23,7,1,1,0,0,1,2,2,0,1,2,6,0,0,0,0,0,0,0,0,0,0,908,297,0,0,0,0,1
115,Alto Boa Vista,MT,6308,16877.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,73,3,0,3,0,0,1,47,4,3,1,0,0,2,0,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,428,1334,0,0,0,0,1
116,Alto Caparaó,MG,5748,15185.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14110136,116,1,0,3,0,0,2,70,1,11,2,0,2,0,2,2,2,3,0,15,0,0,0,0,0,0,0,0,0,0,1532,1124,0,0,0,0,1
117,Alto Do Rodrigues,RN,14143,30136.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",0,186,18,0,5,0,1,9,101,3,10,1,0,0,3,14,2,7,4,2,6,0,0,2,67,0,2,0,2,0,103799628,1683,2486,5,0,0,0,1
118,Alto Feliz,RS,3032,27416.0,Indústrias de transformação,13164097,102,0,0,28,0,0,2,32,8,5,0,2,0,0,3,4,4,1,2,11,0,0,0,0,0,0,0,0,0,0,1241,529,31,0,0,0,1
119,Alto Garças,MT,11383,51515.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",36632596,216,6,4,11,0,0,9,99,26,11,0,1,1,7,7,4,7,6,2,15,0,0,1,24,1,1,1,1,46731937,258341616,2095,1817,0,0,0,0,1
120,Alto Horizonte,GO,5629,69674.0,Indústrias extrativas,0,118,0,1,8,0,3,13,48,6,9,2,0,0,6,12,2,0,5,1,2,0,0,0,0,0,0,0,0,0,0,1036,844,1,0,0,0,1
121,Alto Jequitibá,MG,8525,12189.0,"Administração, defesa, educação e saúde públicas e seguridade social",14549455,169,1,0,13,0,0,5,80,5,10,0,1,0,5,4,3,12,3,2,25,0,0,0,0,1,0,1,0,14967507,0,2479,1709,0,0,0,0,1
122,Alto Longá,PI,14040,6177.0,"Administração, defesa, educação e saúde públicas e seguridade social",27589240,131,0,0,5,0,0,1,74,1,2,0,1,0,2,4,2,19,4,0,16,0,0,0,0,0,0,0,0,0,0,446,1969,0,0,0,0,1
123,Alto Paraguai,MT,10814,10061.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,58,2,1,1,0,0,3,36,0,0,0,0,0,1,2,2,5,2,0,3,0,0,0,0,0,1,0,1,0,50021620,651,1164,0,0,0,0,2
124,Alto Paraná,PR,14606,18477.0,Demais serviços,30034933,420,25,5,70,0,1,15,185,27,11,6,2,1,2,15,3,11,7,6,28,0,0,0,0,1,1,1,1,43864004,74368614,4197,2135,0,0,0,0,2
125,Alto Paraíso,RO,20569,13957.0,"Administração, defesa, educação e saúde públicas e seguridade social",33731475,256,3,1,27,0,1,9,138,13,10,0,0,1,7,7,2,8,4,0,25,0,0,1,26,1,2,1,2,9613021,226555872,1641,4669,0,0,0,0,1
126,Alto Paraíso,PR,3037,27446.0,"Pecuária, inclusive apoio à pecuária",20312589,80,4,2,6,0,0,3,30,2,2,1,0,0,3,2,2,2,3,2,16,0,0,0,0,0,0,0,0,0,0,897,471,0,0,0,0,1
127,Alto Paraíso De Goiás,GO,7454,21484.0,Demais serviços,0,287,5,0,7,0,2,8,84,9,82,8,0,5,14,16,3,10,3,5,26,0,0,3,96,1,1,1,1,26367386,32438398,1157,638,0,0,0,0,2
128,Alto Parnaíba,MA,10979,16837.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,112,5,1,3,0,0,1,87,4,2,0,0,0,1,1,2,0,3,0,2,0,0,0,0,0,1,0,1,0,66778384,141,1620,0,0,0,0,2
129,Alto Piquiri,PR,10253,24675.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",25950821,166,0,0,23,0,1,6,87,7,6,2,0,0,5,1,2,6,6,1,13,0,0,0,0,1,1,1,1,33957144,111290130,2825,1510,0,0,0,0,4
130,Alto Rio Doce,MG,11792,11358.0,"Administração, defesa, educação e saúde públicas e seguridade social",18872188,179,0,0,15,0,0,6,107,10,5,2,0,0,10,5,2,3,4,2,8,0,0,0,0,1,0,1,0,106496839,0,1962,2327,0,0,0,0,4
131,Alto Rio Novo,ES,7979,10710.0,"Administração, defesa, educação e saúde públicas e seguridade social",21524164,196,13,2,12,0,0,8,98,10,4,1,0,0,4,3,3,3,5,2,28,0,0,0,0,0,1,0,1,0,31857657,1285,1507,1,0,0,0,3
132,Alto Santo,CE,16927,7890.0,"Administração, defesa, educação e saúde públicas e seguridade social",34764298,213,10,0,43,0,0,3,116,5,4,0,0,0,5,4,5,2,1,1,14,0,0,0,0,1,0,1,0,16946569,0,775,3073,0,0,0,0,1
133,Alto Taquari,MT,9963,104238.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",41892856,202,15,1,10,1,0,3,97,18,16,5,0,2,8,4,2,5,7,2,6,0,0,1,66,1,2,1,2,24086229,157176653,1647,1177,0,0,0,0,1
134,Altos,PI,39795,8706.0,"Administração, defesa, educação e saúde públicas e seguridade social",61108622,398,3,0,16,0,1,31,225,14,12,4,0,0,4,11,3,11,10,4,49,0,0,0,0,1,2,1,2,22788144,275248789,3273,9447,0,0,0,0,1
135,Altônia,PR,21867,15300.0,Demais serviços,0,528,7,1,131,0,4,5,221,16,19,8,2,5,13,13,3,21,20,1,38,0,0,0,0,2,2,2,2,101313136,333956154,6470,4476,1,0,0,0,3
136,Alumínio,SP,18194,99393.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",0,271,2,0,18,0,0,16,118,16,31,2,2,1,7,13,2,17,3,5,18,0,0,0,0,2,0,2,0,294845540,0,5929,1169,8,0,0,0,1
137,Alvarenga,MG,4245,8854.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,36,0,0,3,0,0,0,18,1,0,0,0,0,1,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,692,1066,0,0,0,0,1
138,Alvarães,AM,15729,9406.0,"Administração, defesa, educação e saúde públicas e seguridade social",25321352,37,2,0,0,0,0,0,26,1,0,0,0,0,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,16,571,0,0,0,0,1
139,Alvinlândia,SP,3182,14824.0,"Administração, defesa, educação e saúde públicas e seguridade social",12329568,94,43,0,3,0,0,4,28,1,3,1,0,0,3,2,2,2,0,0,2,0,0,0,0,0,1,0,1,0,18294466,894,215,0,0,0,0,1
140,Alvinópolis,MG,15609,17218.0,Demais serviços,22401440,307,6,6,36,0,1,8,151,11,15,4,0,0,9,11,3,8,11,7,20,0,0,0,0,1,1,1,1,33184200,67004908,2775,2142,0,0,0,0,4
141,Alvorada,TO,8526,31783.0,Demais serviços,23016524,267,7,1,11,0,0,14,137,24,12,0,0,3,17,10,5,2,9,4,11,0,0,0,0,0,1,0,1,0,183800494,1410,1652,0,0,0,0,1
142,Alvorada,RS,207392,12166.0,Demais serviços,221330890,2994,3,2,382,0,9,309,1324,180,152,46,14,34,82,172,2,97,37,32,117,0,0,0,0,3,5,3,3,311417420,1163539695,58183,17062,71,0,0,1,1
143,Alvorada D'Oeste,RO,16902,14410.0,"Administração, defesa, educação e saúde públicas e seguridade social",29322835,205,3,2,12,0,1,5,116,15,10,4,0,0,7,3,4,3,4,2,14,0,0,0,0,0,1,0,1,0,194509392,1513,5291,0,0,0,0,1
144,Alvorada De Minas,MG,3669,12871.0,"Administração, defesa, educação e saúde públicas e seguridade social",24425786,54,1,0,0,0,0,1,27,5,1,0,0,0,1,2,2,3,0,0,11,0,0,0,0,0,0,0,0,0,0,542,456,2,0,0,0,2
145,Alvorada Do Gurguéia,PI,5303,9859.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,26,3,0,0,0,1,1,13,0,0,0,0,0,0,1,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,189,580,0,0,0,0,1
146,Alvorada Do Norte,GO,8598,13102.0,Demais serviços,24655441,193,0,1,5,0,1,8,108,9,10,0,1,1,6,6,6,10,10,1,10,0,0,0,0,2,1,2,1,92074659,131214639,1898,1112,1,0,0,0,1
147,Alvorada Do Sul,PR,11148,21928.0,Demais serviços,31346258,241,5,0,21,0,2,13,108,27,12,3,2,4,10,9,4,5,7,4,5,0,0,1,20,1,1,1,1,16389020,152829160,2846,1135,1,0,0,0,2
148,Além Paraíba,MG,35795,22919.0,Demais serviços,67637376,2938,4,7,46,0,3,20,1677,206,68,463,7,6,47,141,2,41,56,17,127,0,0,0,0,3,2,2,2,176613405,414861611,14176,5528,0,0,0,0,4
149,Amajari,RR,11285,12332.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,17,0,0,0,0,0,1,9,0,1,0,1,0,0,1,2,1,0,0,1,0,0,1,33,0,0,0,0,0,0,192,356,0,0,0,0,1
150,Amambai,MS,38030,23076.0,Demais serviços,0,646,13,4,51,0,3,15,326,36,33,9,2,3,28,14,5,30,20,9,45,0,0,0,0,1,2,1,2,62606716,512807436,8410,5764,0,0,0,0,1
151,Amaporã,PR,6019,17073.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,111,3,1,12,0,0,2,58,7,4,1,0,0,0,1,3,5,1,1,12,0,0,0,0,0,0,0,0,0,0,1262,741,0,0,0,0,1
152,Amapá,AP,8690,16520.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,73,0,0,1,0,0,1,38,1,4,0,0,1,3,0,3,13,3,1,4,0,0,0,0,0,1,0,1,0,23199565,231,331,0,0,0,0,2
153,Amapá Do Maranhão,MA,6844,7109.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,26,0,0,0,0,0,0,19,0,0,0,0,0,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,124,529,0,0,0,0,1
154,Amaraji,PE,22685,8249.0,"Administração, defesa, educação e saúde públicas e seguridade social",39476880,148,4,0,9,0,1,0,98,5,7,2,0,0,4,5,4,2,1,0,6,0,0,0,0,0,1,0,1,0,22907488,1224,1604,0,0,0,0,1
155,Amaral Ferrador,RS,6817,16172.0,"Administração, defesa, educação e saúde públicas e seguridade social",15438525,101,1,1,2,0,0,2,52,13,3,4,1,0,2,3,2,3,1,1,10,0,0,0,0,0,1,0,1,0,33347337,1698,1091,1,0,0,0,1
156,Amaralina,GO,3723,13710.0,"Pecuária, inclusive apoio à pecuária",13067841,31,1,0,1,0,0,2,18,3,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,245,290,0,0,0,0,1
157,Amarante,PI,17317,7199.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,192,1,0,5,0,1,3,130,6,9,5,0,0,3,7,3,5,7,2,5,0,0,0,0,1,1,1,1,27846958,47835640,786,3497,0,0,0,0,1
158,Amarante Do Maranhão,MA,40756,6998.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,129,2,0,2,0,2,1,95,0,0,0,0,0,4,1,2,4,3,2,11,0,0,0,0,1,0,1,0,33256121,0,553,6527,0,0,0,0,1
159,Amargosa,BA,38041,8893.0,Demais serviços,0,537,4,0,39,0,0,17,316,6,23,3,2,2,17,22,2,16,24,6,38,0,0,0,0,1,2,1,2,43762123,262486884,4689,4707,0,0,0,0,4
160,Amaturá,AM,11047,5995.0,"Administração, defesa, educação e saúde públicas e seguridade social",20330168,14,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,273,0,0,0,0,1
161,Americana,SP,231621,44417.0,Demais serviços,541958027,10786,22,1,1463,0,36,534,3996,337,692,270,195,352,666,1079,5,306,306,146,380,0,0,3,298,25,13,4,2,5292143124,8118622688,113213,33482,39,0,3,0,5
162,Americano Do Brasil,GO,5969,13707.0,"Administração, defesa, educação e saúde públicas e seguridade social",17455712,150,15,1,9,0,0,4,55,29,2,0,2,0,3,5,6,5,8,2,4,0,0,0,0,0,0,0,0,0,0,1230,990,0,0,0,0,1
163,Ametista Do Sul,RS,7573,12203.0,"Administração, defesa, educação e saúde públicas e seguridade social",17687246,246,1,0,53,0,0,8,128,15,12,2,2,0,2,6,2,2,6,2,5,0,0,0,0,0,1,0,1,0,21393737,2423,1563,0,0,0,0,2
164,Amontada,CE,42508,9918.0,"Administração, defesa, educação e saúde públicas e seguridade social",84717861,208,6,1,6,1,1,6,130,0,21,1,1,1,1,4,3,9,1,0,15,0,0,1,26,1,1,1,1,12164753,34725149,1681,5839,0,0,0,0,0
165,Amorinópolis,GO,3447,15864.0,"Pecuária, inclusive apoio à pecuária",0,46,1,0,2,0,0,0,26,8,0,1,0,0,1,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,609,613,0,0,0,0,1
166,Amparo,SP,70742,48681.0,Demais serviços,203473715,2629,465,6,283,0,3,93,821,164,176,40,23,31,98,124,3,57,120,40,82,0,0,3,173,5,2,4,2,1101561932,997232084,29581,15267,7,0,0,0,4
167,Amparo,PB,2229,9860.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,16,0,0,1,0,0,1,6,0,0,0,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,131,153,0,0,0,0,1
168,Amparo De São Francisco,SE,2382,10891.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,31,0,0,2,0,0,1,15,0,0,0,0,0,0,2,4,0,1,1,5,0,0,0,0,0,0,0,0,0,0,132,276,0,0,0,0,1
169,Amparo Do Serra,MG,4947,9462.0,"Administração, defesa, educação e saúde públicas e seguridade social",12866549,46,0,0,5,0,0,1,26,5,1,1,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
170,Ampére,PR,18740,28077.0,Demais serviços,42327496,666,0,1,120,0,0,21,262,70,28,12,4,19,24,11,2,26,29,7,30,0,0,0,0,2,2,2,2,52965209,255821301,6771,3529,2,0,0,0,1
171,Amélia Rodrigues,BA,26424,10612.0,Demais serviços,0,250,5,0,24,0,0,14,114,24,14,3,0,2,5,8,2,8,7,4,16,0,0,1,279,0,2,0,2,0,149202650,2540,2331,1,0,0,0,3
172,América Dourada,BA,16781,7196.0,"Administração, defesa, educação e saúde públicas e seguridade social",38520382,80,3,0,0,0,1,1,47,1,0,0,0,0,0,1,2,19,1,1,3,0,0,0,0,0,1,0,1,0,18022992,968,940,0,0,0,0,5
173,Américo Brasiliense,SP,38701,21644.0,Demais serviços,84689608,830,7,0,93,1,1,97,337,75,72,12,5,1,17,34,2,32,13,8,23,0,0,0,0,3,2,3,2,308291016,221911382,13728,5748,50,0,0,0,1
174,Américo De Campos,SP,5955,16656.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",18743451,180,24,0,17,0,0,6,76,13,5,1,0,1,6,1,2,5,4,6,13,0,0,0,0,2,0,2,0,135081944,0,2224,668,0,0,0,0,1
175,Anadia,AL,17832,7879.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,124,2,0,3,0,0,0,80,14,3,1,0,0,1,7,2,3,1,1,6,0,0,0,0,0,0,0,0,0,0,991,1278,0,0,0,0,1
176,Anagé,BA,19824,8090.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,238,0,3,8,0,0,8,100,9,8,2,0,2,2,5,4,8,5,3,71,0,0,0,0,1,1,1,1,15763051,41163151,1169,1069,0,0,0,0,2
177,Anahy,PR,2908,30164.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14069816,54,0,0,7,0,0,0,29,1,2,0,0,0,2,0,2,2,2,0,7,0,0,0,0,0,0,0,0,0,0,818,589,0,0,0,0,1
178,Anajatuba,MA,27125,6404.0,"Administração, defesa, educação e saúde públicas e seguridade social",49404250,80,1,0,2,0,0,2,57,1,2,1,0,0,0,2,1,3,1,0,7,0,0,0,0,1,0,1,0,46324365,0,619,2640,0,0,0,0,1
179,Anajás,PA,28012,6755.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,62,0,0,4,0,0,0,47,2,1,0,0,0,1,1,2,0,1,0,3,0,0,0,0,0,1,0,1,0,41401980,5,278,0,0,0,0,1
180,Analândia,SP,4789,29772.0,Demais serviços,22279144,162,36,3,8,0,0,6,39,26,20,3,0,4,6,4,2,0,2,0,3,0,0,0,0,1,0,1,0,58768815,0,1535,332,0,0,0,0,1
181,Anamã,AM,12653,7533.0,"Administração, defesa, educação e saúde públicas e seguridade social",30129965,19,0,0,0,0,0,0,13,1,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,145,0,0,0,0,1
182,Ananindeua,PA,510834,13137.0,Demais serviços,163796082,4051,15,2,357,0,18,296,1919,210,151,50,27,28,145,293,5,204,126,35,170,0,0,3,313,8,10,3,4,1715496372,10632315675,64865,50367,5,0,0,0,4
183,Ananás,TO,9798,11111.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,141,4,0,6,0,2,3,75,1,3,0,0,0,13,0,5,5,4,1,19,0,0,0,0,0,0,0,0,0,0,635,1829,0,0,0,0,1
184,Anapu,PA,26271,11785.0,"Administração, defesa, educação e saúde públicas e seguridade social",63452420,210,2,1,19,0,0,5,126,3,9,1,0,0,2,4,2,23,1,1,11,0,0,0,0,1,1,1,1,26176877,27779087,494,2893,0,0,0,0,1
185,Anapurus,MA,15499,8618.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,78,9,0,4,0,0,4,46,1,1,0,0,0,3,1,2,1,0,1,5,0,0,0,0,0,0,0,0,0,0,425,1253,0,0,0,0,1
186,Anastácio,MS,24852,16593.0,"Administração, defesa, educação e saúde públicas e seguridade social",51507521,314,10,5,23,0,1,6,168,19,16,5,1,0,5,7,2,8,7,10,21,0,0,1,34,1,1,1,1,12109870,52096405,4390,5638,0,0,0,0,1
187,Anaurilândia,MS,8885,24011.0,"Pecuária, inclusive apoio à pecuária",0,110,2,0,10,0,0,4,54,3,3,0,1,1,8,3,2,2,8,2,7,0,0,0,0,0,1,0,1,0,49619506,1908,747,0,0,0,0,2
188,Anchieta,ES,28091,25398.0,"Administração, defesa, educação e saúde públicas e seguridade social",220135586,699,4,0,47,0,2,66,254,25,104,5,7,6,25,49,5,17,26,13,44,0,0,9,556,0,3,0,3,0,383785706,5981,3489,10,0,0,0,7
189,Anchieta,SC,5909,23429.0,"Pecuária, inclusive apoio à pecuária",17209606,281,4,1,32,1,0,10,87,51,12,1,0,2,8,1,2,16,5,7,41,0,0,0,0,0,1,0,1,0,91708391,2365,903,0,0,0,0,1
190,Andaraí,BA,13732,6920.0,"Administração, defesa, educação e saúde públicas e seguridade social",35353283,143,2,0,4,0,0,2,66,1,18,1,0,2,0,9,3,22,0,1,12,0,0,0,0,1,1,1,1,30902472,126805562,551,733,0,0,0,0,3
191,Andirá,PR,20822,32927.0,Demais serviços,60953205,511,13,1,56,0,3,15,245,33,28,5,2,2,19,17,3,11,22,7,29,0,0,0,0,2,1,2,1,115605757,186377818,7174,3386,3,0,0,0,2
192,Andorinha,BA,15551,11074.0,Indústrias extrativas,33934328,109,0,1,4,0,0,1,72,7,2,1,0,0,0,4,3,2,3,4,5,0,0,0,0,0,0,0,0,0,0,1141,1356,0,0,0,0,3
193,Andradas,MG,40407,21157.0,Demais serviços,63069636,1349,14,16,237,0,3,45,565,74,128,15,9,14,33,45,3,42,49,13,44,0,0,0,0,3,2,2,2,224337194,485025568,15060,6586,0,0,0,0,5
194,Andradina,SP,57300,54271.0,Indústrias de transformação,138287448,1707,34,2,72,2,3,44,876,100,120,21,10,13,58,106,4,32,99,22,89,0,0,0,0,4,2,3,2,558188743,927150505,22374,14223,1,0,0,0,1
195,Andrelândia,MG,12507,15618.0,Demais serviços,23530223,274,16,3,16,0,0,4,127,18,21,4,0,1,11,4,2,7,16,7,17,0,0,0,0,0,1,0,1,0,241621204,3113,889,0,0,0,0,1
196,André Da Rocha,RS,1300,95031.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",10211816,51,7,0,3,1,0,0,17,5,5,0,3,0,1,1,1,1,0,1,5,0,0,0,0,0,0,0,0,0,0,449,57,0,0,0,0,1
197,Angatuba,SP,24400,34197.0,Demais serviços,0,935,409,1,30,0,0,30,267,44,34,3,3,9,13,17,2,13,16,9,35,0,0,0,0,2,2,2,1,243032933,259535716,7211,3074,1,0,0,0,2
198,Angelim,PE,10965,10066.0,"Pecuária, inclusive apoio à pecuária",0,48,0,0,4,0,0,0,21,0,3,0,0,0,1,4,3,1,0,0,11,0,0,0,0,0,0,0,0,0,0,826,756,0,0,0,0,1
199,Angelina,SC,4998,22732.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",15125235,138,2,0,12,3,1,7,58,7,6,1,1,1,8,5,5,6,4,0,11,0,0,0,0,0,0,0,0,0,0,1831,1558,4,0,0,0,3
200,Angelândia,MG,8502,9395.0,"Administração, defesa, educação e saúde públicas e seguridade social",18397341,71,5,0,6,0,0,3,36,2,1,0,0,0,2,2,2,3,5,0,4,0,0,0,0,0,0,0,0,0,0,906,1264,0,0,0,0,1
201,Angical,BA,14707,9772.0,"Administração, defesa, educação e saúde públicas e seguridade social",29981612,80,4,0,11,0,0,2,44,2,1,0,1,0,1,2,2,1,0,1,8,0,0,0,0,1,1,1,1,12297386,75676855,692,1051,0,0,0,0,2
202,Angical Do Piauí,PI,6688,7387.0,"Administração, defesa, educação e saúde públicas e seguridade social",15685856,76,1,0,3,0,0,1,53,0,3,0,0,0,1,2,2,3,2,1,4,0,0,0,0,0,0,0,0,0,0,329,1429,0,0,0,0,1
203,Angico,TO,3401,12943.0,"Administração, defesa, educação e saúde públicas e seguridade social",8555456,40,1,0,0,0,0,5,25,2,0,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,139,385,0,0,0,0,1
204,Angicos,RN,11908,10021.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,176,4,1,15,1,0,6,105,5,4,3,1,1,3,2,4,7,2,5,7,0,0,0,0,0,2,0,2,0,248048284,1254,1894,0,0,0,0,1
205,Angra Dos Reis,RJ,191504,47636.0,Demais serviços,785075940,3463,8,4,151,0,11,134,1448,78,578,37,23,39,123,330,8,104,120,58,209,0,0,10,936,10,2,3,2,1326386059,1652719694,34896,15307,4,1,0,0,5
206,Anguera,BA,11402,5420.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,58,0,0,3,0,0,1,35,2,0,0,0,1,0,5,2,1,0,0,8,0,0,0,0,0,0,0,0,0,0,528,621,0,0,0,0,1
207,Angélica,MS,10304,60899.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,208,7,0,12,0,3,6,86,31,12,2,1,1,9,5,3,4,5,1,20,0,0,0,0,1,1,1,1,24094689,76307873,2805,1844,0,0,0,0,2
208,Anhanguera,GO,1115,14292.0,"Administração, defesa, educação e saúde públicas e seguridade social",9630590,16,0,1,2,0,0,1,4,2,1,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,313,127,0,0,0,0,1
209,Anhembi,SP,6397,20118.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",28251700,139,42,4,4,0,0,3,49,9,8,1,1,0,3,8,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0,1469,227,1,0,0,0,2
210,Anhumas,SP,4026,16892.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",16208660,98,23,0,6,0,0,4,43,4,5,0,1,0,0,2,2,1,0,0,7,0,0,0,0,0,0,0,0,0,0,1152,356,0,0,0,0,1
211,Anicuns,GO,21614,18907.0,Demais serviços,51770284,490,5,0,65,0,1,12,218,84,16,0,0,1,17,23,6,10,11,6,15,0,0,0,0,2,2,2,2,95464251,295650737,5540,3450,1,0,0,0,3
212,Anita Garibaldi,SC,7708,18048.0,"Administração, defesa, educação e saúde públicas e seguridade social",22182781,200,0,0,17,0,0,6,94,17,12,2,0,0,8,5,2,9,6,4,18,0,0,0,0,0,1,0,1,0,53474432,3135,1026,1,0,0,0,2
213,Anitápolis,SC,3251,18412.0,"Administração, defesa, educação e saúde públicas e seguridade social",13303415,95,1,2,10,1,0,4,34,2,5,2,0,1,9,6,5,4,4,0,5,0,0,0,0,0,0,0,0,0,0,1119,821,1,0,0,0,1
214,Anori,AM,19749,8972.0,"Administração, defesa, educação e saúde públicas e seguridade social",25903648,76,0,0,2,0,0,2,64,0,0,0,0,0,0,1,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,17,395,0,0,0,0,1
215,Anta Gorda,RS,6216,30142.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17180383,334,1,1,49,0,3,7,123,50,25,1,3,3,6,6,7,10,12,1,26,0,0,0,0,0,1,0,1,0,61760863,2805,716,6,0,0,0,1
216,Antas,BA,19382,5809.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,98,0,1,4,0,0,1,69,1,2,1,0,0,0,4,2,0,4,0,9,0,0,0,0,0,0,0,0,0,0,572,1284,0,0,0,0,1
217,Antonina,PR,19418,27049.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",38345841,323,3,1,22,0,1,11,141,11,36,7,6,2,16,16,2,7,3,2,36,0,0,1,24,1,2,1,2,17998761,205303079,3128,1363,3,0,0,0,2
218,Antonina Do Norte,CE,7253,7096.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,39,0,0,4,0,0,0,25,0,0,1,0,0,0,1,2,1,2,0,3,0,0,0,0,0,0,0,0,0,0,478,1595,0,0,0,0,2
219,Antônio Almeida,PI,3109,14760.0,"Administração, defesa, educação e saúde públicas e seguridade social",11567551,44,0,4,0,0,0,3,22,6,1,0,0,0,0,1,2,1,1,0,3,0,0,1,18,0,0,0,0,0,0,118,493,0,0,0,0,1
220,Antônio Cardoso,BA,12200,7451.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,23,0,0,1,0,0,4,8,3,2,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,509,782,0,0,0,0,1
221,Antônio Carlos,SC,8223,72875.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",31527835,377,5,6,53,0,0,18,143,24,8,11,7,8,25,23,4,8,5,15,14,0,0,0,0,0,2,0,2,0,299044704,3518,2044,6,0,0,0,1
222,Antônio Carlos,MG,11584,12164.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,143,7,1,20,0,0,3,62,8,7,0,1,0,3,8,3,10,3,2,5,0,0,0,0,0,1,0,1,0,46113614,2624,1198,0,0,0,0,4
223,Antônio Dias,MG,9660,14982.0,"Administração, defesa, educação e saúde públicas e seguridade social",23779361,114,6,3,2,0,0,3,36,16,14,1,0,1,2,6,2,5,5,0,12,0,0,0,0,1,0,1,0,17416186,0,1532,996,0,0,0,0,2
